participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp,baselineTypingSpeedMs,logReactionTime
p24,visual,experimental,6,cup,cup,1,707,343,1050,2026-04-02T21:07:40.674Z,357.2,6.561030665896573
p24,visual,experimental,7,red,red,1,760,351,1110,2026-04-02T21:07:43.800Z,357.2,6.633318433280377
p24,visual,experimental,8,box,box,1,842,408,1250,2026-04-02T21:07:47.061Z,357.2,6.735780014242327
p24,visual,experimental,9,pen,pen,1,624,387,1010,2026-04-02T21:07:50.081Z,357.2,6.436150368369428
p24,visual,experimental,10,top,top,1,725,326,1051,2026-04-02T21:07:53.140Z,357.2,6.586171654854675
p24,visual,experimental,11,map,map,1,612,361,972,2026-04-02T21:07:56.121Z,357.2,6.416732282512326
p24,visual,experimental,12,bed,bed,1,629,274,903,2026-04-02T21:07:59.034Z,357.2,6.444131256700441
p24,visual,experimental,13,log,log,1,1062,389,1451,2026-04-02T21:08:02.493Z,357.2,6.967909201801884
p24,visual,experimental,14,fin,fin,1,728,331,1060,2026-04-02T21:08:05.557Z,357.2,6.590301048196686
p24,visual,experimental,15,jam,jam,1,652,335,987,2026-04-02T21:08:08.550Z,357.2,6.480044561926653
p24,visual,experimental,16,net,net,1,1208,302,1510,2026-04-02T21:08:12.072Z,357.2,7.0967213784947605
p24,visual,experimental,17,pin,pin,1,2027,596,2623,2026-04-02T21:08:16.702Z,357.2,7.614312146452
p24,visual,experimental,18,rug,rug,1,1860,480,2340,2026-04-02T21:08:21.048Z,357.2,7.528331766707247
p24,visual,experimental,19,van,van,1,724,331,1055,2026-04-02T21:08:24.117Z,357.2,6.584791392385716
p24,visual,experimental,20,zip,zip,1,1082,499,1581,2026-04-02T21:08:27.710Z,357.2,6.9865664594064265
p26,visual,experimental,6,cup,cup,1,725,559,1284,2026-04-02T21:53:58.052Z,426.9,6.586171654854675
p26,visual,experimental,7,red,red,1,740,435,1175,2026-04-02T21:54:01.240Z,426.9,6.606650186198215
p26,visual,experimental,8,box,vox,0,638,371,1009,2026-04-02T21:54:04.260Z,426.9,6.45833828334479
p26,visual,experimental,9,pen,pen,1,639,1341,1980,2026-04-02T21:54:08.247Z,426.9,6.459904454377535
p26,visual,experimental,10,top,top,1,692,571,1262,2026-04-02T21:54:11.520Z,426.9,6.539585955617669
p26,visual,experimental,11,map,map,1,649,380,1029,2026-04-02T21:54:14.570Z,426.9,6.47543271670409
p26,visual,experimental,12,bed,bed,1,626,338,964,2026-04-02T21:54:17.546Z,426.9,6.439350371100098
p26,visual,experimental,13,log,loh,0,1077,453,1530,2026-04-02T21:54:21.088Z,426.9,6.981934677156389
p26,visual,experimental,14,fin,fin,1,581,307,888,2026-04-02T21:54:23.988Z,426.9,6.364750756851911
p26,visual,experimental,15,jam,jam,1,684,507,1190,2026-04-02T21:54:27.190Z,426.9,6.52795791762255
p26,visual,experimental,16,net,ney,0,649,408,1058,2026-04-02T21:54:30.255Z,426.9,6.47543271670409
p26,visual,experimental,17,pin,pin,1,673,399,1072,2026-04-02T21:54:33.337Z,426.9,6.511745329644728
p26,visual,experimental,18,rug,rug,1,611,440,1051,2026-04-02T21:54:36.402Z,426.9,6.415096959171596
p26,visual,experimental,19,van,van,1,680,1468,2147,2026-04-02T21:54:40.559Z,426.9,6.522092798170152
p26,visual,experimental,20,zip,zip,1,701,395,1095,2026-04-02T21:54:43.669Z,426.9,6.55250788703459
p28,visual,experimental,6,cup,cup,1,686,708,1394,2026-04-03T23:58:33.082Z,659.7,6.530877627725885
p28,visual,experimental,7,red,red,1,546,410,956,2026-04-03T23:58:36.042Z,659.7,6.302618975744905
p28,visual,experimental,8,box,box,1,615,375,990,2026-04-03T23:58:39.034Z,659.7,6.421622267806518
